image_id,label_bin,Bars,name,objra,objdec
manga-10507-3703,0,0.0,manga-10507-3703,177.396591297,47.8312219274
manga-8941-6101,0,0.0,manga-8941-6101,120.26105164,26.8041160655
manga-8948-6103,1,0.5,manga-8948-6103,165.198265499,49.9018766228
manga-8567-12704,0,0.0,manga-8567-12704,118.11969757,49.8387078559
manga-11830-6101,0,0.0,manga-11830-6101,197.519410833,49.6615055688
manga-9867-12704,1,0.75,manga-9867-12704,222.269418815,49.94700962
manga-10841-3701,0,0.0,manga-10841-3701,142.421556777,2.20557617386
manga-8717-12702,0,0.0,manga-8717-12702,118.173710436,35.3209421817
manga-8148-6103,1,0.5,manga-8148-6103,118.613875815,28.1247205122
manga-9185-6104,0,0.0,manga-9185-6104,258.624775411,33.9022834592
manga-8456-12702,0,0.0,manga-8456-12702,149.968263571,45.2830958784
manga-8135-6101,1,0.5,manga-8135-6101,115.242270211,39.3793234826
manga-9864-12702,0,0.0,manga-9864-12702,213.97036934,50.3237995532
manga-8450-12701,0,0.0,manga-8450-12701,170.678746873,22.2607085632
manga-9182-9102,0,0.0,manga-9182-9102,121.35772,40.1783
manga-8549-1902,0,0.0,manga-8549-1902,242.727439731,44.985695801
manga-9089-3704,1,0.5,manga-9089-3704,241.18988478,23.6286240007
manga-8140-3702,0,0.0,manga-8140-3702,117.412475858,42.9670738832
manga-12488-9101,1,0.5,manga-12488-9101,134.740763703,28.9016652021
manga-11022-9102,0,0.0,manga-11022-9102,221.135643276,4.77850459902
manga-8341-3701,0,0.0,manga-8341-3701,190.448421792,44.9146305925
manga-8248-3703,1,0.75,manga-8248-3703,138.812941522,17.7689647201
manga-8091-3701,0,0.0,manga-8091-3701,12.7476253854,15.8898924837
manga-8597-1901,0,-0.5,manga-8597-1901,225.941781342,49.5258812712
manga-11753-6103,1,0.5,manga-11753-6103,147.171555527,3.37474525148
manga-11963-1901,0,0.0,manga-11963-1901,232.644086848,10.1811410348
manga-8945-9101,0,0.0,manga-8945-9101,172.30913127,46.3900497012
manga-8998-12702,0,0.0,manga-8998-12702,162.89771504,47.9520128327
manga-8551-1901,0,0.0,manga-8551-1901,232.885171748,45.6575956435
manga-11977-9102,1,0.5,manga-11977-9102,255.441207934,24.9242775751
manga-8952-6101,0,0.0,manga-8952-6101,205.460227018,26.3702992351
manga-9504-12703,0,0.0,manga-9504-12703,122.017214783,29.9550560968
manga-9874-6102,0,0.0,manga-9874-6102,195.125772086,28.1600357048
manga-10222-6102,0,0.0,manga-10222-6102,42.5538455207,-8.16393221643
manga-8438-12704,0,0.0,manga-8438-12704,149.972700701,18.5969436416
manga-11020-1901,0,0.0,manga-11020-1901,204.506139409,55.1876442182
manga-11758-3704,0,0.0,manga-11758-3704,203.592458807,51.3465346212
manga-8444-12702,1,0.5,manga-8444-12702,201.649438331,32.7609141514
manga-8320-12704,1,0.5,manga-8320-12704,206.400824575,22.9950286802
manga-8977-6103,1,0.5,manga-8977-6103,116.753948833,34.3002847317
manga-12069-6104,0,0.0,manga-12069-6104,339.669419147,0.100983055439
manga-8715-6101,0,0.25,manga-8715-6101,119.10579026,51.3445686487
manga-8934-9102,0,0.0,manga-8934-9102,196.56296229,28.712201708
manga-8713-12703,1,1.0,manga-8713-12703,116.098548454,40.3437690341
manga-11954-12705,1,0.5,manga-11954-12705,199.45445575,52.0236445954
manga-8486-3702,0,0.0,manga-8486-3702,235.774934746,48.3787977269
manga-7961-12703,1,0.5,manga-7961-12703,260.967765843,30.5558579597
manga-9508-6103,1,0.5,manga-9508-6103,127.343679631,26.6568868313
manga-8078-6103,1,0.5,manga-8078-6103,42.4165410114,-0.0698507357271
manga-10217-1902,1,0.5,manga-10217-1902,118.699364685,14.6654215753
manga-9039-12705,0,0.0,manga-9039-12705,230.07951,32.52662
manga-8932-6101,1,0.5,manga-8932-6101,194.651506215,27.1041578286
manga-9490-3701,1,1.0,manga-9490-3701,122.352258486,19.6281973296
manga-8247-9101,1,0.5,manga-8247-9101,136.778259104,42.5951034895
manga-12678-6103,1,0.5,manga-12678-6103,314.821485894,-7.13634022088
manga-8620-12703,0,0.0,manga-8620-12703,330.881270692,12.6260022347
manga-9002-9101,0,0.0,manga-9002-9101,222.976271051,31.2801437799
manga-10001-1902,1,1.0,manga-10001-1902,134.193923352,56.7867469988
manga-10496-12704,1,0.5,manga-10496-12704,125.4594,41.876266
manga-10001-6103,1,1.0,manga-10001-6103,134.008123053,57.3909643699
manga-8657-6103,0,0.0,manga-8657-6103,9.88843683958,0.597494716911
manga-9049-1901,1,1.0,manga-9049-1901,247.560972961,26.2064735616
manga-8466-9101,1,0.75,manga-8466-9101,170.214847187,44.5974119847
manga-8461-3701,0,0.0,manga-8461-3701,144.516003237,42.9743220132
manga-11010-1901,0,0.0,manga-11010-1901,197.468998373,24.5604575235
manga-8081-3701,0,0.0,manga-8081-3701,48.5733342944,-0.609696334691
manga-8462-12704,1,1.0,manga-8462-12704,144.419761375,38.062816005
manga-11743-12703,0,0.25,manga-11743-12703,118.177788467,14.8406894758
manga-8324-3703,0,0.0,manga-8324-3703,200.758153078,46.871765926
manga-8999-12702,1,1.0,manga-8999-12702,163.961727629,49.6781033346
manga-10217-6104,0,0.0,manga-10217-6104,119.503945958,14.9502274395
manga-9511-6104,0,0.0,manga-9511-6104,129.362363348,3.95569024062
manga-9868-9102,1,0.5,manga-9868-9102,218.36486701,46.4682615107
manga-11832-6104,0,0.0,manga-11832-6104,188.802845725,50.8280041519
manga-8938-3702,0,0.0,manga-8938-3702,119.33039325,30.4918420904
manga-8093-9101,0,0.0,manga-8093-9101,19.8783449346,14.910705097
manga-8462-12705,1,1.0,manga-8462-12705,145.597387992,36.349709503
manga-8936-3703,1,1.0,manga-8936-3703,117.54378,30.68509
manga-9031-6101,0,0.0,manga-9031-6101,239.90659463,45.1619324114
manga-10502-12702,0,0.0,manga-10502-12702,129.522360354,30.7431893571
manga-11963-9101,1,0.5,manga-11963-9101,232.699271812,8.49092802414
manga-8986-1902,0,0.0,manga-8986-1902,119.542364507,27.3513271215
manga-8563-12701,1,0.5,manga-8563-12701,241.186508557,49.4582793951
manga-8944-3703,1,0.5,manga-8944-3703,149.315613924,33.9762909945
manga-12092-6104,1,0.5,manga-12092-6104,15.964344638,15.4493779168
manga-7981-9101,0,0.0,manga-7981-9101,338.192251432,12.7310382011
manga-8943-12704,0,0.0,manga-8943-12704,156.432859602,36.0235885082
manga-8135-12705,0,0.0,manga-8135-12705,115.443139987,37.6155355534
manga-8655-12704,1,0.5,manga-8655-12704,356.805709913,-0.480166160074
manga-9189-1902,0,0.0,manga-9189-1902,53.0943122511,-6.31096730714
manga-11958-12705,1,0.5,manga-11958-12705,208.041297807,3.63691700925
manga-11962-3702,0,0.0,manga-11962-3702,225.951071086,8.42978530332
manga-8566-3701,0,0.0,manga-8566-3701,114.324525988,40.1432338104
manga-8722-6102,0,0.0,manga-8722-6102,124.327275189,51.0797307534
manga-12084-12705,0,0.0,manga-12084-12705,345.220214848,13.1777643243
manga-10503-6104,0,0.25,manga-10503-6104,160.624198661,5.08341979677
manga-8444-6102,1,0.5,manga-8444-6102,201.743029603,32.5365141139
manga-8619-3703,1,0.75,manga-8619-3703,323.33666397,11.5934174348
manga-9039-6102,0,0.0,manga-9039-6102,230.102240956,32.8596200741
manga-9495-6103,1,0.5,manga-9495-6103,122.474147344,23.4874691888
manga-8948-1901,0,0.0,manga-8948-1901,165.739131407,50.6702353345
manga-10515-6104,1,0.75,manga-10515-6104,149.297875445,5.20136465374
manga-8079-12702,0,0.0,manga-8079-12702,41.8685751616,-0.268195111374
manga-12483-12705,1,1.0,manga-12483-12705,187.12882108,32.547716252
manga-8486-12704,1,0.5,manga-8486-12704,238.261763229,46.7679973877
manga-7972-3703,0,0.0,manga-7972-3703,317.822924346,10.4825883796
manga-8155-6102,0,0.0,manga-8155-6102,52.6213671199,0.752067673583
manga-12075-6102,1,0.5,manga-12075-6102,19.093872345,-0.209275372474
manga-8146-12701,1,0.5,manga-8146-12701,117.27419,28.61938
manga-7991-9101,1,1.0,manga-7991-9101,259.174725723,56.9277933688
manga-8547-9101,0,0.0,manga-8547-9101,217.452072194,53.9650354599
manga-8311-12702,0,0.0,manga-8311-12702,203.560641752,22.1827649627
manga-8254-3703,0,0.0,manga-8254-3703,164.039340951,44.4282567585
manga-8546-12701,0,0.25,manga-8546-12701,236.299448087,52.2084768259
manga-7968-3702,0,0.0,manga-7968-3702,322.672648547,1.00593440858
manga-8715-6103,0,0.0,manga-8715-6103,118.872451166,52.0104987113
manga-8131-6101,0,0.25,manga-8131-6101,111.090757231,39.0190253819
manga-9504-1902,1,0.5,manga-9504-1902,123.040671562,29.0158024332
manga-8549-12701,1,0.75,manga-8549-12701,240.470870972,45.351940155
manga-8555-6101,0,0.0,manga-8555-6101,243.769389828,43.5955075511
manga-9503-12705,1,0.5,manga-9503-12705,121.172890599,24.8705065085
manga-12495-3702,1,0.5,manga-12495-3702,160.479883227,3.52414221598
manga-11868-12703,1,1.0,manga-11868-12703,248.737058299,25.692594856
manga-12087-1901,0,0.0,manga-12087-1901,348.094573572,14.506319146
manga-9495-12704,0,0.0,manga-9495-12704,122.422087497,22.5603927646
manga-8095-1902,0,0.0,manga-8095-1902,25.4299375141,13.6758150021
manga-8257-1902,1,0.5,manga-8257-1902,166.297815975,46.1029376834
manga-11836-6103,0,0.0,manga-11836-6103,150.966660814,1.09523764348
manga-8568-12704,0,0.0,manga-8568-12704,155.542978368,38.5178182947
manga-9490-6102,1,0.75,manga-9490-6102,122.127680014,19.208471696
manga-12066-3702,0,0.0,manga-12066-3702,327.766586621,-0.582165810706
manga-8078-6104,1,1.0,manga-8078-6104,42.7394299674,0.369408313151
manga-9181-12703,0,0.0,manga-9181-12703,118.654434997,39.1799275321
manga-11761-6102,0,0.0,manga-11761-6102,194.665772663,52.9804192349
manga-8552-3703,0,0.0,manga-8552-3703,228.982725261,43.8896203597
manga-10838-6103,0,0.0,manga-10838-6103,146.414570885,36.0000267413
manga-9049-3704,1,1.0,manga-9049-3704,247.530650629,23.925957535
manga-11947-3701,0,0.0,manga-11947-3701,251.802715446,34.5608092535
manga-7991-12702,0,0.0,manga-7991-12702,258.846945724,57.4328813495
manga-9874-3703,0,0.0,manga-9874-3703,195.022933901,27.8076021907
manga-10500-3701,0,0.0,manga-10500-3701,137.123136732,30.4442362163
manga-8944-12705,1,0.75,manga-8944-12705,149.970905664,33.1030140593
manga-8320-9102,1,0.5,manga-8320-9102,206.830271013,21.8338378511
manga-9044-3704,0,0.0,manga-9044-3704,230.861630227,31.0662679542
manga-8555-9102,0,0.0,manga-8555-9102,247.29242925,43.7631897871
manga-9032-3701,0,0.0,manga-9032-3701,240.129060988,30.3850657623
manga-8988-1902,0,0.0,manga-8988-1902,188.022392026,40.9885451236
manga-8132-9102,0,0.0,manga-8132-9102,112.003440278,41.9187683491
manga-9498-6102,1,0.75,manga-9498-6102,118.286539568,21.8515527866
manga-8552-9101,1,1.0,manga-8552-9101,226.911930178,44.5562592519
manga-8947-12705,0,0.0,manga-8947-12705,172.426419306,48.9701979767
manga-8318-3704,1,0.75,manga-8318-3704,197.891833505,44.9330782011
manga-10518-12705,0,0.0,manga-10518-12705,154.085415569,4.82202893955
manga-8977-6104,0,0.0,manga-8977-6104,118.809562726,33.3532344702
manga-12675-6103,0,0.0,manga-12675-6103,249.25581916,34.5297757869
manga-12071-3702,1,1.0,manga-12071-3702,347.261970695,0.266957418144
manga-10508-12704,0,0.0,manga-10508-12704,183.883908009,51.9130382422
manga-12069-1902,0,0.0,manga-12069-1902,338.56864005,0.0926010572545
manga-8140-6103,0,-0.5,manga-8140-6103,116.787162594,42.0787163158
manga-8721-1901,0,0.0,manga-8721-1901,135.343375731,55.0407632279
manga-8939-9101,0,0.0,manga-8939-9101,125.227739446,23.7292001251
manga-11956-9102,0,0.0,manga-11956-9102,190.322775754,52.7966303568
manga-8258-6103,0,0.0,manga-8258-6103,167.60274843,43.8286971943
manga-8984-3703,1,1.0,manga-8984-3703,203.087229868,29.0762260349
manga-8600-3702,1,0.5,manga-8600-3702,243.880654131,41.4070168921
manga-7991-3702,1,0.5,manga-7991-3702,258.158751804,57.3224214281
manga-9864-6102,1,0.5,manga-9864-6102,215.117301191,51.4631647487
manga-8454-1902,0,0.0,manga-8454-1902,154.763420682,44.0330341929
manga-9872-6104,0,0.0,manga-9872-6104,231.631883687,42.8749106326
manga-8447-12701,1,1.0,manga-8447-12701,208.054735019,39.5014764476
manga-11019-6102,0,0.0,manga-11019-6102,193.838170045,51.8572469654
manga-8143-1902,0,0.0,manga-8143-1902,119.643311577,41.578406654
manga-9877-6103,1,0.5,manga-9877-6103,194.660044171,27.544099446
manga-12487-3701,1,1.0,manga-12487-3701,137.89856361,30.0775358575
manga-9864-12701,0,0.0,manga-9864-12701,213.715304729,50.4023245503
manga-11946-9101,1,0.5,manga-11946-9101,250.292722125,38.8319806379
manga-9498-9102,0,0.0,manga-9498-9102,117.801279604,22.4228872688
manga-9192-12701,1,0.5,manga-9192-12701,46.2926761258,-0.314889879806
manga-8452-3701,0,0.0,manga-8452-3701,156.193566849,46.4560652324
manga-8324-6101,0,0.0,manga-8324-6101,197.737491713,45.9905476985
manga-10215-12704,0,0.0,manga-10215-12704,123.448616143,37.0503815874
manga-10508-6101,0,0.0,manga-10508-6101,183.371989926,50.7415293109
manga-11982-3704,0,0.0,manga-11982-3704,310.552847325,-5.57859070078
manga-9042-1901,0,0.0,manga-9042-1901,233.186449362,28.0631382566
manga-8995-3703,0,0.0,manga-8995-3703,175.817816896,55.2777053166
manga-8592-12702,1,1.0,manga-8592-12702,220.116772806,53.5914218941
manga-8717-3702,0,0.0,manga-8717-3702,116.678719977,36.0733341361
manga-8714-6103,0,0.0,manga-8714-6103,117.776020185,47.3333526281
manga-9194-12705,0,0.0,manga-9194-12705,46.7745390667,-1.13440267087
manga-11871-12705,0,0.0,manga-11871-12705,193.647673866,26.7512964831
manga-8551-6102,0,0.0,manga-8551-6102,232.681082643,44.6272507303
manga-8317-3703,0,0.0,manga-8317-3703,194.917190892,44.3308701337
manga-11018-12704,1,0.5,manga-11018-12704,195.817130172,50.6207674422
manga-9499-1901,0,0.0,manga-9499-1901,119.398033344,25.80729284
manga-8713-3703,0,0.0,manga-8713-3703,118.370298929,39.2997132847
manga-9887-3702,0,0.0,manga-9887-3702,237.577370628,28.8119073864
manga-8081-1902,0,0.0,manga-8081-1902,47.956254832,-0.00308683646097
manga-7977-3701,0,0.0,manga-7977-3701,332.203447059,13.3647373417
manga-8261-12702,0,0.0,manga-8261-12702,182.983754904,45.7899295636
manga-9095-6103,0,0.0,manga-9095-6103,242.89438708,24.3921381308
manga-8951-12701,0,0.0,manga-8951-12701,193.638259135,27.6327798531
manga-9188-12702,1,1.0,manga-9188-12702,48.795072435,-7.49882838705
manga-11979-12705,1,0.75,manga-11979-12705,252.912995998,23.7104491942
manga-9184-12704,1,0.75,manga-9184-12704,119.738336353,32.6122499726
manga-9893-3704,0,0.25,manga-9893-3704,256.007737099,24.1719916009
manga-10496-12705,1,0.5,manga-10496-12705,124.220085992,41.7318089828
manga-11976-3702,0,0.0,manga-11976-3702,241.525467559,18.6068624497
manga-8600-12702,0,0.0,manga-8600-12702,245.157184068,41.4668735263
manga-8937-1901,0,0.0,manga-8937-1901,116.997855346,29.1906894262
manga-9491-6101,0,0.0,manga-9491-6101,119.174377409,17.9911684239
manga-8438-12705,1,0.5,manga-8438-12705,150.04493465,18.201636494
manga-11946-6104,0,0.0,manga-11946-6104,250.721638796,37.8766860641
manga-11977-9101,0,0.0,manga-11977-9101,253.434042177,24.5529767997
manga-8988-6104,1,0.75,manga-8988-6104,186.908557551,40.1604893506
manga-8939-6104,0,0.0,manga-8939-6104,127.105764037,24.6230579001
manga-8986-3701,0,0.0,manga-8986-3701,119.140351448,27.0332832977
manga-12491-6102,0,0.0,manga-12491-6102,166.881658009,2.89206869247
manga-8448-3703,1,0.5,manga-8448-3703,167.089811867,22.6614709807
manga-11012-3702,0,0.0,manga-11012-3702,211.424541216,55.7768962801
manga-8713-6103,0,0.0,manga-8713-6103,117.878145946,39.9958424565
manga-9879-6101,1,1.0,manga-9879-6101,199.201582482,28.3617861702
manga-8988-9101,1,1.0,manga-8988-9101,185.66066758,41.2844318126
manga-10001-12701,0,0.0,manga-10001-12701,133.371090612,57.5984251446
manga-8313-6102,0,0.0,manga-8313-6102,240.912436689,41.1530561798
manga-8143-3703,0,0.25,manga-8143-3703,120.639839507,42.3927047315
manga-10518-3701,0,0.0,manga-10518-3701,152.870773315,5.14903593063
manga-8711-9101,1,1.0,manga-8711-9101,117.46844143,50.7712316083
manga-10846-12702,0,0.0,manga-10846-12702,153.607092435,-0.871871725209
manga-11979-3702,1,0.75,manga-11979-3702,252.27103702,24.1244759801
manga-8441-6101,0,0.0,manga-8441-6101,223.294923251,36.9138148604
manga-11018-9101,0,0.0,manga-11018-9101,194.664211277,49.9921333232
manga-10841-12703,0,0.0,manga-10841-12703,141.177570504,3.36929686302
manga-8134-12705,0,0.0,manga-8134-12705,114.673017412,45.9436549273
manga-8312-12705,1,0.75,manga-8312-12705,247.155376088,39.69890557
manga-11980-3701,0,0.0,manga-11980-3701,253.338825626,23.5764488307
manga-8148-6104,1,0.75,manga-8148-6104,119.210337919,28.3758651318
manga-8149-3701,1,1.0,manga-8149-3701,119.792670838,26.0866716908
manga-11826-12702,1,0.5,manga-11826-12702,188.522935588,36.8417342147
manga-9192-1902,1,0.5,manga-9192-1902,46.3410404009,-0.382339878308
manga-12495-1901,0,0.25,manga-12495-1901,161.281798003,3.67460579699
manga-12679-1901,0,0.0,manga-12679-1901,316.128168828,-7.10000144357
manga-9090-1902,0,0.0,manga-9090-1902,242.262072125,27.8048479571
manga-10837-3701,0,0.0,manga-10837-3701,160.143695777,0.817428701321
manga-9050-12701,0,0.0,manga-9050-12701,244.583232408,23.6370834476
manga-9877-1901,1,0.5,manga-9877-1901,195.070939008,28.0639222565
manga-8144-1902,0,0.0,manga-8144-1902,114.457953082,28.6528915052
manga-8711-12705,0,0.0,manga-8711-12705,118.41049,50.77351
manga-8441-3701,0,0.0,manga-8441-3701,224.575726252,37.832953234
manga-11954-3701,0,0.0,manga-11954-3701,196.182998358,52.5268777004
manga-8999-6103,0,0.0,manga-8999-6103,164.793600164,50.2637478792
manga-7990-12702,0,0.0,manga-7990-12702,261.278551148,56.878341432
manga-9037-3704,1,1.0,manga-9037-3704,235.176658256,43.7512524887
manga-10502-3703,0,0.0,manga-10502-3703,129.557033588,30.557926553
manga-11835-6103,0,0.0,manga-11835-6103,220.261700421,3.29212727239
manga-11833-6104,1,0.75,manga-11833-6104,186.031244328,51.0068700954
manga-11742-6101,0,0.0,manga-11742-6101,124.885818798,38.1303535794
manga-12667-6102,0,0.0,manga-12667-6102,248.89364,36.54947
manga-12769-1902,0,0.0,manga-12769-1902,5.683158,-0.479388
manga-11751-3701,0,0.0,manga-11751-3701,144.356788469,35.2400774399
manga-8324-9101,1,0.5,manga-8324-9101,197.438023064,45.9126575731
manga-9887-6104,0,0.0,manga-9887-6104,240.123658659,28.9120114383
manga-11871-3701,0,0.0,manga-11871-3701,193.905977678,26.6421081307
manga-8485-3701,1,0.5,manga-8485-3701,232.87244695,47.8456703769
manga-8655-3703,0,0.0,manga-8655-3703,357.127656505,0.36051019958
manga-8621-3704,1,0.5,manga-8621-3704,351.780322825,15.2270050617
manga-9090-3702,1,1.0,manga-9090-3702,242.570601621,29.1257651605
manga-11950-1902,0,0.25,manga-11950-1902,249.101564018,29.3379866482
manga-11755-9101,1,0.5,manga-11755-9101,187.078459466,43.3904391733
manga-8563-1902,0,0.0,manga-8563-1902,242.099727618,48.9445145619
manga-10213-9102,0,0.0,manga-10213-9102,124.265207921,42.3782637188
manga-8097-3701,1,1.0,manga-8097-3701,27.2605424022,12.9275006617
manga-11970-1902,0,0.0,manga-11970-1902,225.465388393,9.72593894718
manga-8449-6101,1,1.0,manga-8449-6101,169.243276644,23.1917783127
manga-8485-9102,0,0.0,manga-8485-9102,234.111533723,47.8547870822
manga-9492-6101,1,1.0,manga-9492-6101,117.300550626,17.5661640893
manga-12078-12705,0,0.0,manga-12078-12705,28.525878553,0.950600800103
manga-8326-3703,0,0.0,manga-8326-3703,215.274863658,48.3081727439
manga-8589-12703,0,0.0,manga-8589-12703,226.305755517,57.318593686
manga-8720-3702,1,1.0,manga-8720-3702,123.070671389,49.3774557708
manga-11755-3701,0,0.0,manga-11755-3701,186.670184085,43.0859518727
manga-9511-12703,1,0.5,manga-9511-12703,129.109595305,4.65403617846
manga-8326-3704,1,0.75,manga-8326-3704,214.850245319,45.9007920259
manga-8132-12701,0,0.0,manga-8132-12701,110.517196768,42.4213792365
manga-7977-3703,0,0.0,manga-7977-3703,333.052045245,12.205190661
manga-10512-3701,0,0.0,manga-10512-3701,135.691046909,3.27508501059
manga-8588-6103,0,0.0,manga-8588-6103,250.349059361,40.2187885261
manga-8569-12702,1,1.0,manga-8569-12702,9.85282599522,14.4562243055
manga-8479-12701,0,0.0,manga-8479-12701,195.033875,27.977
manga-8948-3701,1,0.5,manga-8948-3701,166.248455461,50.3821335596
manga-9024-6101,0,0.0,manga-9024-6101,221.666542185,33.3012218567
manga-10512-12703,0,0.0,manga-10512-12703,136.212574979,5.11587927994
manga-7962-3703,0,0.0,manga-7962-3703,260.133451747,28.1008505133
manga-9499-3704,0,0.0,manga-9499-3704,119.931751603,25.2458839599
manga-9040-3704,1,0.75,manga-9040-3704,244.199916119,26.1291080514
manga-8997-6102,1,0.5,manga-8997-6102,170.859803262,51.719017951
manga-11826-12704,1,0.5,manga-11826-12704,189.526960191,36.8803668853
manga-8947-6101,0,0.0,manga-8947-6101,171.30052685,48.7357893472
manga-8149-6101,0,0.0,manga-8149-6101,120.655607932,26.2935543287
manga-9485-6104,0,0.25,manga-9485-6104,121.273000921,37.6255983907
manga-8568-12703,0,0.0,manga-8568-12703,156.810365722,38.2045029032
manga-11831-3704,1,0.75,manga-11831-3704,196.545558809,52.110895055
manga-8155-3703,0,0.0,manga-8155-3703,54.095960737,-0.882664935104
manga-8261-12705,1,1.0,manga-8261-12705,183.403568678,46.4939291513
manga-8315-12702,0,0.0,manga-8315-12702,234.883330192,38.1637151167
manga-7495-3701,0,0.0,manga-7495-3701,203.943543846,26.1017908542
manga-8257-12702,1,1.0,manga-8257-12702,166.403246668,46.173601726
manga-9875-9101,0,0.0,manga-9875-9101,194.579932588,27.7620946664
manga-8254-9102,1,0.5,manga-8254-9102,163.701861642,44.8501801083
manga-10213-3703,0,0.0,manga-10213-3703,123.8433,44.06446
manga-10493-9101,1,0.5,manga-10493-9101,121.807476863,51.1547899704
manga-9883-12701,1,1.0,manga-9883-12701,255.523308836,31.7974291468
manga-8937-12703,0,0.0,manga-8937-12703,120.232680129,29.9226162028
manga-8138-6104,1,0.5,manga-8138-6104,117.291419677,46.4618830471
manga-9888-1901,1,0.5,manga-9888-1901,236.765405052,27.9888612383
manga-8459-12701,0,0.0,manga-8459-12701,147.37898128,42.1302903462
manga-8939-12704,0,0.25,manga-8939-12704,125.687370639,24.2969703898
manga-8335-3702,0,0.0,manga-8335-3702,216.966906508,40.6301436817
manga-10494-12704,0,0.0,manga-10494-12704,125.388260894,55.1519680813
manga-8938-1901,0,0.0,manga-8938-1901,120.598542432,31.1877467469
manga-9181-12702,0,0.0,manga-9181-12702,119.617127519,37.7866245591
manga-8616-3704,1,1.0,manga-8616-3704,322.242023645,-0.342425988801
manga-10222-6101,0,0.0,manga-10222-6101,42.326160518,-8.17494454345
manga-8314-9101,0,0.0,manga-8314-9101,242.383666405,40.0629524682
manga-12487-9102,0,0.0,manga-12487-9102,138.368232385,29.8880501905
manga-8998-6103,1,0.5,manga-8998-6103,163.828729764,48.4238405731
manga-9883-3701,0,0.0,manga-9883-3701,255.134051842,32.6707694455
manga-8451-1901,0,0.0,manga-8451-1901,165.173741177,42.5218047818
manga-8488-12703,0,0.0,manga-8488-12703,236.652827436,46.532982724
manga-9891-1901,1,0.5,manga-9891-1901,227.177571838,28.171156094
manga-10840-12702,1,0.75,manga-10840-12702,133.971619306,4.37502180545
manga-8935-1901,0,0.0,manga-8935-1901,195.942816887,27.9869307718
manga-8553-9102,0,0.0,manga-8553-9102,234.541843983,57.6036530229
manga-9183-9101,1,0.5,manga-9183-9101,121.244031648,38.2676957413
manga-12485-3704,0,0.0,manga-12485-3704,199.237801143,32.156050818
manga-9491-3704,0,0.0,manga-9491-3704,120.565821815,18.4022945386
manga-8933-6101,0,0.0,manga-8933-6101,194.631687738,27.6734912925
manga-9499-9101,0,0.0,manga-9499-9101,119.069777881,26.8860978202
manga-12683-6101,1,0.5,manga-12683-6101,326.065094149,-8.87587976514
manga-9002-12703,0,0.0,manga-9002-12703,223.992874117,32.6257217102
manga-8241-3703,0,0.0,manga-8241-3703,126.461187965,18.1666896663
manga-8440-9102,0,0.0,manga-8440-9102,136.019260559,41.3564313527
manga-8931-6101,1,1.0,manga-8931-6101,192.397267457,27.1976167177
manga-8255-9101,0,0.0,manga-8255-9101,164.971095029,43.3688591131
manga-8717-6102,0,0.0,manga-8717-6102,118.803430825,35.5967997097
manga-12067-3704,1,0.5,manga-12067-3704,333.085089582,-0.942707549238
manga-8329-6101,0,0.0,manga-8329-6101,212.698424121,43.6074937769
manga-12069-9101,0,0.0,manga-12069-9101,340.122897407,-0.0624238654936
manga-9028-3701,0,0.0,manga-9028-3701,243.375309447,29.1433909443
manga-8257-3703,1,1.0,manga-8257-3703,166.655700331,46.0387775728
manga-10503-12704,1,0.5,manga-10503-12704,159.388140747,5.62861946749
manga-11010-12704,0,0.25,manga-11010-12704,196.640745996,24.96283348
manga-9186-12704,0,0.0,manga-9186-12704,259.432548799,30.5246660114
manga-8950-9101,0,0.0,manga-8950-9101,193.444434851,27.3859420784
manga-11746-9101,0,0.0,manga-11746-9101,126.811623921,29.824870623
manga-8332-3701,1,1.0,manga-8332-3701,208.773681082,42.9473604228
manga-8333-6102,1,1.0,manga-8333-6102,214.506766167,41.8276427183
manga-9877-12701,1,1.0,manga-9877-12701,194.146628736,28.2754542627
manga-8131-9102,1,1.0,manga-8131-9102,112.22135952,41.3078118442
manga-11004-12702,0,0.0,manga-11004-12702,196.361826695,25.1910488195
manga-10515-12703,0,0.0,manga-10515-12703,148.907297616,5.46304830801
manga-11823-12701,0,0.0,manga-11823-12701,248.273506794,27.0310516512
manga-10510-3703,0,0.0,manga-10510-3703,179.944205135,56.1997866856
manga-8561-12704,0,0.0,manga-8561-12704,240.327467612,53.2795003771
manga-9492-3703,0,0.0,manga-9492-3703,117.074570933,18.9592212143
manga-8548-6102,1,0.5,manga-8548-6102,245.522375014,46.6242084914
manga-9043-9102,0,0.0,manga-9043-9102,231.60574687,29.5633583195
manga-9486-3702,0,0.0,manga-9486-3702,121.955330984,40.0998543015
manga-10220-6102,0,0.0,manga-10220-6102,120.275641039,32.317343842
manga-12512-12704,0,0.0,manga-12512-12704,146.468917648,-0.0928172349749
manga-10226-6102,0,0.0,manga-10226-6102,37.8695385427,-0.210313896642
manga-8721-6104,1,0.5,manga-8721-6104,135.605853216,55.6092288245
manga-8143-3702,0,0.0,manga-8143-3702,119.834859985,42.0570733284
manga-8987-9101,0,0.25,manga-8987-9101,137.449432744,27.8623064121
manga-10225-12704,1,0.75,manga-10225-12704,37.5451998512,-0.648239013459
manga-8484-12702,1,0.5,manga-8484-12702,246.428955701,46.24232355
manga-8601-6102,0,0.0,manga-8601-6102,247.711831631,40.0247994472
manga-8615-3702,0,0.0,manga-8615-3702,321.054413692,1.11838475996
manga-8553-12705,1,1.0,manga-8553-12705,235.463882446,55.4678535461
