image_id,path_g,path_r,path_z,hdu_g,hdu_r,hdu_z,format_hint,raw_path
manga-10216-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-12704_z.fits,,,,per_band,
manga-11759-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11759-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11759-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11759-6103_z.fits,,,,per_band,
manga-8334-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-6101_z.fits,,,,per_band,
manga-8591-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8591-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8591-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8591-12704_z.fits,,,,per_band,
manga-11953-12705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11953-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11953-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11953-12705_z.fits,,,,per_band,
manga-10216-12705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-12705_z.fits,,,,per_band,
manga-8602-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8602-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8602-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8602-3704_z.fits,,,,per_band,
manga-8458-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8458-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8458-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8458-1901_z.fits,,,,per_band,
manga-10216-3703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-3703_z.fits,,,,per_band,
manga-8987-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8987-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8987-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8987-9101_z.fits,,,,per_band,
manga-10216-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-3704_z.fits,,,,per_band,
manga-11748-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11748-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11748-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11748-9101_z.fits,,,,per_band,
manga-10216-6104,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-6104_z.fits,,,,per_band,
manga-8092-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8092-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8092-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8092-12703_z.fits,,,,per_band,
manga-11835-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11835-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11835-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11835-9102_z.fits,,,,per_band,
manga-8259-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8259-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8259-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8259-3702_z.fits,,,,per_band,
manga-10216-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10216-9101_z.fits,,,,per_band,
manga-10217-12701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12701_z.fits,,,,per_band,
manga-11953-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11953-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11953-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11953-6103_z.fits,,,,per_band,
manga-9196-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9196-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9196-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9196-12702_z.fits,,,,per_band,
manga-10217-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12702_z.fits,,,,per_band,
manga-9092-3703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9092-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9092-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9092-3703_z.fits,,,,per_band,
manga-11746-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11746-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11746-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11746-9101_z.fits,,,,per_band,
manga-10515-12705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10515-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10515-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10515-12705_z.fits,,,,per_band,
manga-8331-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8331-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8331-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8331-9101_z.fits,,,,per_band,
manga-7972-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7972-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7972-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7972-3704_z.fits,,,,per_band,
manga-11979-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11979-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11979-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11979-12702_z.fits,,,,per_band,
manga-10217-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12703_z.fits,,,,per_band,
manga-10217-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-12704_z.fits,,,,per_band,
manga-10217-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-3701_z.fits,,,,per_band,
manga-12495-12705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12495-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12495-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12495-12705_z.fits,,,,per_band,
manga-11962-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11962-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11962-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11962-12702_z.fits,,,,per_band,
manga-8625-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8625-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8625-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8625-1902_z.fits,,,,per_band,
manga-10217-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-3702_z.fits,,,,per_band,
manga-8932-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8932-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8932-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8932-9102_z.fits,,,,per_band,
manga-9509-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9509-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9509-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9509-6101_z.fits,,,,per_band,
manga-8487-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8487-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8487-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8487-12704_z.fits,,,,per_band,
manga-8987-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8987-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8987-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8987-3704_z.fits,,,,per_band,
manga-8719-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8719-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8719-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8719-9101_z.fits,,,,per_band,
manga-10217-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-6101_z.fits,,,,per_band,
manga-10217-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-6102_z.fits,,,,per_band,
manga-10217-6104,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-6104_z.fits,,,,per_band,
manga-9887-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9887-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9887-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9887-9102_z.fits,,,,per_band,
manga-9879-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9879-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9879-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9879-6103_z.fits,,,,per_band,
manga-8309-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8309-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8309-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8309-6102_z.fits,,,,per_band,
manga-9189-3703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9189-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9189-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9189-3703_z.fits,,,,per_band,
manga-10217-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10217-9101_z.fits,,,,per_band,
manga-12074-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12074-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12074-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12074-12702_z.fits,,,,per_band,
manga-10218-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-12703_z.fits,,,,per_band,
manga-8261-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8261-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8261-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8261-12703_z.fits,,,,per_band,
manga-10840-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10840-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10840-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10840-12703_z.fits,,,,per_band,
manga-10218-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-1901_z.fits,,,,per_band,
manga-10218-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-1902_z.fits,,,,per_band,
manga-7957-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7957-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7957-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7957-3701_z.fits,,,,per_band,
manga-11757-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11757-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11757-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11757-6101_z.fits,,,,per_band,
manga-10218-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-3702_z.fits,,,,per_band,
manga-9512-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9512-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9512-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9512-3702_z.fits,,,,per_band,
manga-10218-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-6101_z.fits,,,,per_band,
manga-9513-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9513-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9513-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9513-9102_z.fits,,,,per_band,
manga-9031-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9031-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9031-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9031-6102_z.fits,,,,per_band,
manga-8981-3703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8981-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8981-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8981-3703_z.fits,,,,per_band,
manga-8623-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8623-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8623-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8623-12702_z.fits,,,,per_band,
manga-10218-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-6102_z.fits,,,,per_band,
manga-8325-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8325-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8325-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8325-1902_z.fits,,,,per_band,
manga-10218-6104,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-6104_z.fits,,,,per_band,
manga-8147-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8147-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8147-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8147-3702_z.fits,,,,per_band,
manga-8075-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8075-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8075-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8075-9101_z.fits,,,,per_band,
manga-11828-6104,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11828-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11828-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11828-6104_z.fits,,,,per_band,
manga-10218-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-9101_z.fits,,,,per_band,
manga-9046-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9046-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9046-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9046-9102_z.fits,,,,per_band,
manga-10845-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10845-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10845-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10845-6102_z.fits,,,,per_band,
manga-11752-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11752-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11752-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11752-12703_z.fits,,,,per_band,
manga-10219-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-12704_z.fits,,,,per_band,
manga-9868-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9868-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9868-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9868-1901_z.fits,,,,per_band,
manga-12081-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12081-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12081-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12081-9101_z.fits,,,,per_band,
manga-8991-12705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8991-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8991-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8991-12705_z.fits,,,,per_band,
manga-10218-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10218-9102_z.fits,,,,per_band,
manga-9047-6104,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9047-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9047-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9047-6104_z.fits,,,,per_band,
manga-8095-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8095-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8095-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8095-9102_z.fits,,,,per_band,
manga-10219-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-1901_z.fits,,,,per_band,
manga-11980-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11980-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11980-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11980-9101_z.fits,,,,per_band,
manga-10219-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-1902_z.fits,,,,per_band,
manga-8243-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8243-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8243-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8243-6101_z.fits,,,,per_band,
manga-8320-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8320-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8320-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8320-6102_z.fits,,,,per_band,
manga-11006-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11006-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11006-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11006-1901_z.fits,,,,per_band,
manga-8561-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8561-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8561-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8561-6103_z.fits,,,,per_band,
manga-8725-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8725-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8725-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8725-9101_z.fits,,,,per_band,
manga-10219-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3701_z.fits,,,,per_band,
manga-10219-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3702_z.fits,,,,per_band,
manga-8258-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8258-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8258-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8258-1902_z.fits,,,,per_band,
manga-9182-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9182-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9182-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9182-12702_z.fits,,,,per_band,
manga-8654-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8654-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8654-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8654-9102_z.fits,,,,per_band,
manga-11943-12705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11943-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11943-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11943-12705_z.fits,,,,per_band,
manga-10219-3703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3703_z.fits,,,,per_band,
manga-7980-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7980-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7980-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7980-6103_z.fits,,,,per_band,
manga-10219-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-3704_z.fits,,,,per_band,
manga-10837-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10837-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10837-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10837-9101_z.fits,,,,per_band,
manga-8592-6104,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8592-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8592-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8592-6104_z.fits,,,,per_band,
manga-10219-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-6101_z.fits,,,,per_band,
manga-10219-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-6102_z.fits,,,,per_band,
manga-10839-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10839-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10839-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10839-9102_z.fits,,,,per_band,
manga-8947-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8947-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8947-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8947-6103_z.fits,,,,per_band,
manga-11743-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11743-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11743-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11743-12703_z.fits,,,,per_band,
manga-10219-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10219-6103_z.fits,,,,per_band,
